Gender,Under 30,Married,Dependents,Referred a Friend,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Churn Label,Age,Number of Dependents,Zip Code,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,65.0,0.0,90210.0,21397.0,0.0,14.0,38.0,10.0,96.0,0.0,0.0,527.0
Female,No,Yes,Yes,No,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,No,75.0,2.0,90250.0,93315.0,0.0,48.0,0.0,19.0,30.0,0.0,0.0,0.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,68.0,0.0,90280.0,96267.0,1.0,54.0,22.0,17.0,99.0,0.0,0.0,1191.0
Female,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,79.0,0.0,90303.0,27778.0,1.0,53.0,19.0,0.0,25.0,0.0,0.0,1009.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,66.0,1.0,90404.0,19975.0,1.0,55.0,35.0,19.0,76.0,0.0,0.0,1901.0
Male,No,No,No,No,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,No,73.0,0.0,90503.0,41979.0,0.0,33.0,3.0,0.0,25.0,0.0,0.0,104.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,80.0,0.0,90605.0,38181.0,1.0,23.0,45.0,14.0,104.0,0.0,60.0,1040.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,65.0,0.0,90814.0,19034.0,0.0,50.0,48.0,22.0,83.0,0.0,0.0,2400.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,No,73.0,0.0,91101.0,16812.0,3.0,47.0,3.0,7.0,100.0,0.0,140.0,140.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,No,73.0,0.0,91202.0,21990.0,0.0,2.0,15.0,30.0,73.0,0.0,0.0,30.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,70.0,0.0,91203.0,14493.0,0.0,55.0,29.0,10.0,116.0,0.0,0.0,1612.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,67.0,0.0,91204.0,17015.0,0.0,71.0,35.0,21.0,107.0,0.0,0.0,2471.0
Female,No,Yes,No,Yes,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,75.0,0.0,91301.0,25303.0,7.0,3.0,0.0,3.0,31.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,65.0,0.0,91321.0,30742.0,8.0,41.0,46.0,2.0,95.0,0.0,40.0,1905.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,78.0,0.0,91502.0,11517.0,0.0,41.0,6.0,15.0,104.0,0.0,0.0,260.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,79.0,0.0,91504.0,25882.0,1.0,30.0,48.0,24.0,102.0,0.0,0.0,1441.0
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,69.0,1.0,91506.0,18539.0,1.0,29.0,49.0,19.0,104.0,0.0,0.0,1431.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,No,72.0,0.0,91607.0,27453.0,0.0,66.0,4.0,28.0,108.0,0.0,0.0,236.0
Male,No,Yes,No,Yes,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,69.0,0.0,91723.0,17554.0,2.0,38.0,0.0,30.0,25.0,0.0,0.0,0.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,77.0,0.0,91741.0,24973.0,9.0,17.0,4.0,20.0,93.0,0.0,0.0,65.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,65.0,3.0,91755.0,26933.0,7.0,65.0,20.0,26.0,107.0,0.0,0.0,1273.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,68.0,0.0,91762.0,54254.0,0.0,45.0,7.0,20.0,100.0,0.0,0.0,310.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,65.0,0.0,91791.0,30458.0,10.0,65.0,36.0,9.0,106.0,0.0,0.0,2372.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,No,68.0,0.0,91915.0,9278.0,7.0,71.0,31.0,19.0,108.0,0.0,140.0,2172.0
Male,No,No,No,No,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,No,79.0,0.0,91916.0,1587.0,0.0,35.0,3.0,18.0,73.0,0.0,0.0,106.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,No,65.0,0.0,91941.0,44652.0,1.0,30.0,3.0,19.0,78.0,0.0,0.0,86.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,77.0,0.0,91945.0,24961.0,5.0,54.0,33.0,16.0,110.0,0.0,0.0,1758.0
Male,No,No,No,No,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,77.0,0.0,91950.0,62355.0,0.0,55.0,0.0,30.0,45.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,No,69.0,0.0,91962.0,1604.0,7.0,69.0,0.0,13.0,30.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,79.0,0.0,91978.0,7863.0,3.0,9.0,23.0,0.0,20.0,0.0,0.0,205.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,73.0,0.0,92014.0,13945.0,3.0,66.0,7.0,23.0,108.0,0.0,0.0,458.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,70.0,0.0,92066.0,339.0,1.0,50.0,9.0,2.0,109.0,0.0,0.0,459.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,71.0,0.0,92070.0,1143.0,1.0,60.0,37.0,25.0,106.0,0.0,110.0,2203.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,78.0,0.0,92084.0,44692.0,1.0,13.0,37.0,26.0,70.0,0.0,0.0,475.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,No,73.0,0.0,92114.0,66838.0,1.0,72.0,35.0,22.0,110.0,0.0,0.0,2523.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,75.0,0.0,92268.0,354.0,0.0,50.0,18.0,29.0,105.0,0.0,0.0,882.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,78.0,0.0,92342.0,4948.0,5.0,61.0,47.0,23.0,86.0,0.0,0.0,2846.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,67.0,0.0,92356.0,5256.0,0.0,18.0,39.0,14.0,81.0,0.0,0.0,698.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,66.0,0.0,92358.0,1090.0,4.0,72.0,32.0,22.0,78.0,0.0,0.0,2331.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,71.0,0.0,92368.0,909.0,3.0,65.0,27.0,26.0,93.0,0.0,0.0,1764.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card,No,74.0,0.0,92562.0,36149.0,10.0,71.0,16.0,27.0,89.0,0.0,0.0,1154.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,71.0,0.0,92606.0,17621.0,1.0,45.0,2.0,20.0,99.0,0.0,0.0,107.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,69.0,0.0,92672.0,34946.0,0.0,67.0,3.0,21.0,92.0,0.0,0.0,172.0
Male,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,76.0,2.0,92677.0,62103.0,5.0,71.0,30.0,19.0,87.0,0.0,0.0,2141.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,No,78.0,0.0,92705.0,44117.0,1.0,72.0,28.0,10.0,105.0,0.0,0.0,2001.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,77.0,0.0,92801.0,60553.0,0.0,21.0,37.0,16.0,95.0,0.0,0.0,785.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,No,72.0,0.0,92806.0,34398.0,1.0,71.0,47.0,18.0,115.0,0.0,0.0,3324.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,76.0,0.0,92832.0,24502.0,0.0,14.0,48.0,2.0,79.0,0.0,50.0,672.0
Male,No,Yes,No,No,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,71.0,0.0,92835.0,21157.0,0.0,21.0,22.0,9.0,87.0,0.0,0.0,468.0
Male,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,79.0,0.0,92845.0,15878.0,0.0,21.0,23.0,0.0,20.0,0.0,0.0,488.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,72.0,0.0,92882.0,60294.0,7.0,56.0,28.0,29.0,77.0,0.0,120.0,1543.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,77.0,0.0,93003.0,46894.0,0.0,49.0,36.0,21.0,103.0,0.0,0.0,1787.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,65.0,0.0,93103.0,20893.0,0.0,46.0,12.0,26.0,91.0,0.0,0.0,549.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,72.0,0.0,93225.0,4498.0,8.0,58.0,47.0,28.0,100.0,0.0,0.0,2746.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,65.0,0.0,93241.0,15364.0,2.0,20.0,39.0,2.0,91.0,0.0,0.0,777.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,65.0,0.0,93247.0,15508.0,7.0,62.0,27.0,3.0,90.0,0.0,0.0,1704.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,68.0,0.0,93251.0,302.0,2.0,7.0,7.0,13.0,75.0,0.0,0.0,48.0
Female,No,Yes,Yes,Yes,No,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,76.0,3.0,93283.0,1935.0,2.0,28.0,0.0,21.0,39.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,70.0,0.0,93301.0,12963.0,2.0,70.0,14.0,7.0,105.0,0.0,0.0,1014.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,73.0,0.0,93422.0,29539.0,9.0,39.0,20.0,21.0,101.0,0.0,0.0,786.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,77.0,0.0,93424.0,812.0,10.0,43.0,37.0,8.0,101.0,0.0,0.0,1595.0
Female,No,Yes,No,Yes,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,74.0,0.0,93441.0,1317.0,2.0,34.0,12.0,23.0,64.0,0.0,0.0,419.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,79.0,0.0,93458.0,43684.0,7.0,72.0,11.0,3.0,73.0,0.0,0.0,811.0
Male,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,69.0,0.0,93510.0,7831.0,0.0,29.0,11.0,2.0,79.0,0.0,0.0,306.0
Male,No,No,No,No,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,80.0,0.0,93514.0,13309.0,0.0,72.0,26.0,0.0,25.0,0.0,0.0,1873.0
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,77.0,2.0,93523.0,7685.0,8.0,11.0,18.0,13.0,78.0,0.0,0.0,194.0
Male,No,No,No,No,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,No,67.0,0.0,93530.0,71.0,0.0,49.0,43.0,10.0,81.0,0.0,0.0,2116.0
Male,No,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,No,79.0,0.0,93535.0,57794.0,10.0,69.0,0.0,12.0,57.0,0.0,40.0,0.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,66.0,0.0,93561.0,25805.0,0.0,19.0,30.0,16.0,87.0,0.0,0.0,566.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,72.0,0.0,93604.0,613.0,9.0,67.0,49.0,17.0,103.0,0.0,0.0,3262.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,No,75.0,0.0,93608.0,1766.0,4.0,72.0,6.0,19.0,114.0,0.0,0.0,403.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,No,65.0,0.0,93609.0,5446.0,0.0,38.0,4.0,0.0,20.0,0.0,0.0,155.0
Male,No,Yes,No,Yes,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,No,71.0,0.0,93610.0,19391.0,8.0,40.0,29.0,18.0,56.0,0.0,50.0,1142.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,70.0,0.0,93616.0,1965.0,0.0,59.0,24.0,9.0,100.0,0.0,0.0,1432.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,79.0,0.0,93624.0,1852.0,9.0,15.0,23.0,26.0,96.0,0.0,0.0,342.0
Female,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,No,79.0,0.0,93626.0,1125.0,8.0,28.0,26.0,0.0,26.0,0.0,0.0,716.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,66.0,0.0,93630.0,14062.0,1.0,16.0,15.0,20.0,92.0,0.0,0.0,247.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,75.0,0.0,93634.0,52.0,6.0,30.0,33.0,22.0,106.0,0.0,0.0,1004.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,77.0,0.0,93637.0,28434.0,0.0,57.0,2.0,11.0,94.0,0.0,0.0,126.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,No,66.0,0.0,93704.0,26580.0,1.0,72.0,19.0,14.0,110.0,0.0,140.0,1349.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,66.0,0.0,93722.0,60889.0,1.0,34.0,2.0,16.0,76.0,0.0,0.0,70.0
Male,No,Yes,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,71.0,0.0,93728.0,16346.0,1.0,19.0,30.0,26.0,66.0,0.0,0.0,578.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,65.0,0.0,93940.0,32857.0,0.0,35.0,17.0,30.0,71.0,0.0,0.0,592.0
Male,No,Yes,No,Yes,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,65.0,0.0,94015.0,63337.0,6.0,19.0,0.0,14.0,34.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,80.0,0.0,94025.0,39062.0,2.0,7.0,21.0,21.0,75.0,0.0,0.0,150.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,76.0,0.0,94037.0,2346.0,2.0,35.0,4.0,28.0,82.0,0.0,0.0,146.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,No,74.0,0.0,94062.0,25569.0,0.0,35.0,33.0,22.0,111.0,0.0,110.0,1152.0
Male,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,74.0,0.0,94109.0,56330.0,4.0,44.0,2.0,0.0,19.0,0.0,0.0,83.0
Male,No,Yes,No,Yes,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,65.0,0.0,94304.0,1723.0,4.0,59.0,0.0,23.0,50.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,80.0,0.0,94501.0,58555.0,3.0,71.0,37.0,0.0,25.0,0.0,0.0,2645.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,No,75.0,0.0,94507.0,15187.0,0.0,67.0,40.0,19.0,76.0,0.0,0.0,2673.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,70.0,0.0,94538.0,56126.0,0.0,26.0,19.0,15.0,79.0,0.0,0.0,499.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,68.0,0.0,94550.0,75929.0,4.0,62.0,5.0,3.0,89.0,0.0,0.0,295.0
Male,No,No,No,No,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,76.0,0.0,94559.0,26894.0,0.0,13.0,50.0,30.0,60.0,0.0,0.0,649.0
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,70.0,1.0,94563.0,17964.0,7.0,34.0,12.0,12.0,109.0,0.0,30.0,399.0
Female,No,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,No,75.0,1.0,94571.0,5246.0,8.0,57.0,28.0,15.0,95.0,0.0,0.0,1610.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,69.0,0.0,94591.0,51665.0,0.0,62.0,20.0,3.0,84.0,0.0,0.0,1210.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,No,80.0,0.0,94708.0,10737.0,0.0,11.0,27.0,15.0,79.0,0.0,140.0,295.0
Male,No,No,No,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,No,72.0,0.0,94931.0,7936.0,0.0,60.0,10.0,29.0,72.0,0.0,10.0,612.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,79.0,0.0,94946.0,607.0,1.0,50.0,37.0,23.0,101.0,0.0,0.0,1829.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,66.0,0.0,94964.0,6448.0,0.0,51.0,47.0,0.0,20.0,0.0,0.0,2420.0
Female,No,Yes,Yes,Yes,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,No,70.0,1.0,95004.0,3373.0,1.0,12.0,0.0,14.0,29.0,0.0,0.0,0.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,68.0,0.0,95012.0,8582.0,0.0,63.0,26.0,20.0,109.0,0.0,0.0,1645.0
Female,No,Yes,No,Yes,Yes,No,No,Cable,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,No,77.0,0.0,95020.0,49968.0,1.0,37.0,25.0,0.0,20.0,0.0,0.0,938.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,80.0,0.0,95065.0,8365.0,0.0,8.0,39.0,28.0,87.0,0.0,0.0,312.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,75.0,0.0,95070.0,30589.0,0.0,53.0,17.0,15.0,74.0,0.0,0.0,887.0
Male,No,Yes,Yes,Yes,Yes,Yes,No,Cable,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,69.0,1.0,95130.0,13481.0,9.0,64.0,37.0,0.0,24.0,0.0,0.0,2374.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,69.0,0.0,95204.0,30476.0,0.0,1.0,22.0,12.0,70.0,0.0,0.0,22.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,72.0,0.0,95210.0,40611.0,0.0,69.0,23.0,27.0,110.0,0.0,0.0,1615.0
